word,uzbek,rus,example,audio_url,image_url
next to,yonida,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/next to--_gb_1.mp3,https://thumbs.dreamstime.com/b/little-red-haired-girl-sitting-next-to-carton-box-as-preposition-place-vector-illustration-educational-grammar-rule-185164417.jpg
another,yana bir,������,You can have another room.,,
family name,familiya,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/family name--_gb_1.mp3,https://www.surnamelist.in/wp-content/uploads/2023/12/Royal-Family-Last-Name-1.webp
lemon,limon,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/lemon--_gb_1.mp3,https://cdn.britannica.com/84/188484-050-F27B0049/lemons-tree.jpg
jam,murabbo,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/jam--_gb_1.mp3,https://www.foodandwine.com/thmb/BQvojhEVcGAuVswX05aIB9pR2vw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Summer-Fruit-Jam-FT-MAG-RECIPE-0625-0a64b86fba8f44fdbd7ac89b46929c62.jpg
above,tepada,над,My bed is above the kitchen.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/above--_gb_1.mp3,https://images.pexels.com/photos/2346289/pexels-photo-2346289.jpeg?auto=compress&cs=tinysrgb&h=350
wife,xotin,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/wife--_gb_1.mp3,https://i.swncdn.com/media/960w/via/images/2023/08/03/31939/31939-gettyimages-1439771873_source_file.jpg
apartment,xonadon,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/apartment--_gb_1.mp3,https://media.istockphoto.com/id/1165384568/photo/europe-modern-complex-of-residential-buildings.jpg?s=612x612&w=0&k=20&c=iW4NBiMPKEuvaA7h8wIsPHikhS64eR-5EVPfjQ9GPOA=
chemist,dorixona,аптека,Is there a chemist near here?,https://ssl.gstatic.com/dictionary/static/sounds/oxford/chemist--_gb_1.mp3,https://images.pexels.com/photos/33862107/pexels-photo-33862107.jpeg?auto=compress&cs=tinysrgb&h=350
relax,dam olmoq,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/relax--_gb_1.mp3,https://images.pexels.com/photos/846080/pexels-photo-846080.jpeg?auto=compress&cs=tinysrgb&h=350
lemonade,limonad,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/lemonade--_gb_1.mp3,https://assets.tmecosys.com/image/upload/t_web_rdp_recipe_584x480/img/recipe/ras/Assets/713ff3f9-c3c9-4213-96d6-403fad1e94c2/Derivates/b90bd941-f600-4dd1-9d68-405ea6b52cc9.jpg
foggy,tumanli,туманный,It's cold and foggy.,https://ssl.gstatic.com/dictionary/static/sounds/oxford/foggy--_gb_1.mp3,https://images.pexels.com/photos/691668/pexels-photo-691668.jpeg?auto=compress&cs=tinysrgb&h=350
button,"bosmoq, tugma",,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/button--_gb_1.mp3,https://images.pexels.com/photos/498701/pexels-photo-498701.jpeg?auto=compress&cs=tinysrgb&h=350
frying pan,qovurish tovi,,,https://ssl.gstatic.com/dictionary/static/sounds/oxford/frying pan--_gb_1.mp3,https://www.prestige.co.uk/cdn/shop/products/0006_70817_PRE_PTR_29cmFryingPan_Seamless_Angle.jpg?v=1693382798&width=2000
